Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
4711 S Liberty St,4711 S Liberty St,Accessory STR,2,4,08/23/2019 11:59:59 PM,"(29.9331362698412, -90.106659188965)",3669367.70732,523256.40469
1620 Pauger St Unit 1,1620 Pauger St Unit 1,Temporary STR,1,2,05/17/2019 12:45:42 PM,"(29.9668617411052, -90.0604065498586)",3683880.84618,535679.99608
5757 St Anthony Ave,5757 St Anthony Ave,Accessory STR,2,4,04/10/2019 11:59:59 PM,"(30.018590457992, -90.0651502418781)",3682170.71976,554473.90665
3100 Gravier St Apt. C,3100 Gravier St Apt. C,Commercial STR,2,4,08/14/2019 03:45:18 PM,"(29.9627665588568, -90.0964011108579)",3672500.39297,534066.01562
2214 Kerlerec St,2214 Kerlerec St,Accessory STR,1,2,09/11/2019 04:41:02 PM,"(29.9739794258992, -90.0736510340037)",3679658.95355,538221.91246
800 Common St Unit 1106,800 Common St Unit 1106,Temporary STR,1,2,05/15/2019 01:29:09 PM,"(29.9527495613117, -90.0713999553074)",3680456.65589,530509.78189
1029 Jackson Ave,1029 Jackson Ave,Commercial STR,5,10,12/18/2019 11:59:59 PM,"(29.9293660289585, -90.0763409974468)",3678985.29147,521989.47935
1532 N Dorgenois St,1532 N Dorgenois St,Accessory STR,1,2,12/20/2019 11:59:59 PM,"(29.9771829007944, -90.0747715132173)",3679291.42,539382.92
908 Pontalba St,908 Pontalba St,Temporary STR,1,2,12/20/2019 11:59:59 PM,"(29.9909007229011, -90.1050715216455)",3669645.4,544267.17
5118 N Rampart St,5118 N Rampart St,Temporary STR,1,2,04/22/2019 08:58:14 AM,"(29.9610455920847, -90.0213473503127)",3696271.86615,533704.52935
2648 Governor Nicholls St,2648 Governor Nicholls St,Commercial STR,3,6,05/22/2019 11:59:59 PM,"(29.9742145829868, -90.0791504854737)",3677916.91637,538288.32551
2136 N Galvez St,2136 N Galvez St,Accessory STR,3,6,12/27/2019 11:59:59 PM,"(29.9785557949223, -90.058211170001)",3684528.62,539940.12
3913 Toulouse St,3913 Toulouse St,Accessory STR,1,2,04/25/2019 07:11:52 PM,"(29.9773355725623, -90.0953368726031)",3672780.12507,539367.5099
2339 Bienville Ave,2339 Bienville Ave,Accessory STR,3,6,12/22/2019 11:59:59 PM,"(29.965063859759, -90.0822837243137)",3676961.28,534949.93
6056 Prytania St,6056 Prytania St,Accessory STR,3,6,07/30/2019 11:59:59 PM,"(29.9269460853745, -90.1212275945097)",3664777.32365,520956.3182
5404 St Roch Ave,5404 St Roch Ave,Temporary STR,4,8,04/03/2019 06:50:11 PM,"(30.0139778837934, -90.056004942764)",3685083.47849,552828.73769
326 Camp St Apt 303,326 Camp St Apt 303,Commercial STR,1,2,08/06/2019 11:59:59 PM,"(29.950303754935, -90.0687873590132)",3681293.78268,529629.5177
4811 Bienville Ave,4811 Bienville Ave,Accessory STR,2,4,06/25/2019 10:20:13 AM,"(29.9815058750465, -90.1063433416963)",3669279.39758,540846.51636
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,2,4,06/25/2019 11:59:59 PM,"(29.9468754825554, -90.0683693497173)",3681439.91631,528384.3337
812 Gravier St Apt 502,812 Gravier St Apt 502,Commercial STR,1,2,06/07/2019 11:59:59 PM,"(29.9519463325638, -90.0714807314902)",3680434.29365,530217.41664
1209 Touro St,1209 Touro St,Accessory STR,1,2,12/25/2019 11:59:59 PM,"(29.9696897144784, -90.059281886709)",3684225.5,536712.31
855 Baronne St Unit 5B,855 Baronne St Unit 5B,Commercial STR,3,6,12/25/2019 11:59:59 PM,"(29.9451831559613, -90.074702124636)",3679441.20463,527746.85754
11 Marlborough Gate Pl Unit E,11 Marlborough Gate Pl Unit E,Commercial STR,3,6,01/24/2019 01:39:32 PM,"(29.9346384605113, -90.1080688813033)",3668915.38,523797.88
1021 Sixth St,1021 Sixth St,Accessory STR,3,6,12/25/2019 11:59:59 PM,"(29.925058893337, -90.0833308873353)",3676788.42,520399.03
11 Marlborough Gate Pl Unit F,11 Marlborough Gate Pl Unit F,Commercial STR,3,6,01/23/2019 04:44:21 PM,"(29.9346384605113, -90.1080688813033)",3668915.38,523797.88
11 Marlborough Gate Pl Unit B,11 Marlborough Gate Pl Unit B,Commercial STR,3,6,01/24/2019 12:29:47 PM,"(29.9346384605113, -90.1080688813033)",3668915.38,523797.88
600 Canal St APT 304,600 Canal St APT 304,Commercial STR,1,2,02/14/2019 02:32:21 PM,"(29.9524561629676, -90.068501628113)",3681375.62543,530413.21088
1818 Alvar St,1818 Alvar St,Accessory STR,1,2,12/25/2019 11:59:59 PM,"(29.9734629529104, -90.0342454927479)",3692136.67,538173.4
201 Magazine St Unit 506,201 Magazine St Unit 506,Commercial STR,1,2,04/11/2019 11:04:24 AM,"(29.9511735926634, -90.0678702463329)",3681580.71178,529949.02881
11 Marlborough Gate Pl Unit C,11 Marlborough Gate Pl Unit C,Commercial STR,2,4,01/24/2019 01:37:23 PM,"(29.9346384605113, -90.1080688813033)",3668915.38,523797.88
11 Marlborough Gate Pl Unit D,11 Marlborough Gate Pl Unit D,Commercial STR,2,4,01/24/2019 01:38:27 PM,"(29.9346384605113, -90.1080688813033)",3668915.38,523797.88
2326 Onzaga St,2326 Onzaga St,Temporary STR,2,4,03/20/2019 09:09:07 PM,"(29.9781013328979, -90.0719230551697)",3680189.52296,539726.81307
3518 Blair St,3518 Blair St,Temporary STR,3,6,12/25/2019 11:59:59 PM,"(29.9167186867479, -89.9804880585331)",3709399.62,517736.25
1506 St Philip St,1506 St Philip St,Accessory STR,,,10/21/2019 12:45:21 PM,"(29.9652829934034, -90.0698727024817)",3680890.02517,535072.73236
416 S Scott St,416 S Scott St,Temporary STR,2,4,04/01/2019 10:36:51 AM,"(29.969987056254, -90.1011579545589)",3670965.99073,536675.43918
11 Marlborough Gate Pl Unit A,11 Marlborough Gate Pl Unit A,Commercial STR,3,6,01/24/2019 01:36:27 PM,"(29.9346384605113, -90.1080688813033)",3668915.38,523797.88
1253 N Villere ST,1253 N Villere ST,Commercial STR,1,2,04/15/2019 11:32:22 AM,"(29.9678503273819, -90.0673719388154)",3681671.50946,536015.05044
5219 Mandeville St,5219 Mandeville St,Accessory STR,1,2,07/16/2019 11:59:59 PM,"(30.0124945358551, -90.0574240132607)",3684640.39458,552284.3302
4477 Baccich St,4477 Baccich St,Accessory STR,1,2,12/25/2019 11:59:59 PM,"(30.0047483490242, -90.047331850644)",3687865.9,549503.22
11 Marlborough Gate Pl Unit G,11 Marlborough Gate Pl Unit G,Commercial STR,2,4,01/24/2019 11:59:59 PM,"(29.9346384605113, -90.1080688813033)",3668915.38,523797.88
150 Tudor Ave,150 Tudor Ave,Commercial STR,5,10,07/19/2019 11:10:56 AM,"(30.1567023631875, -89.7380709001519)",3784975.13688,605989.03412
5230 Chamberlain Dr,5230 Chamberlain Dr,Accessory STR,3,6,05/23/2019 11:59:59 PM,"(30.0107269714881, -90.07386366597)",3679444.75535,551584.01333
1242 St Bernard Ave,1242 St Bernard Ave,Temporary STR,2,4,05/03/2019 11:59:59 PM,"(29.9689433840479, -90.0635349358136)",3682881.95567,536425.9691
701 Marengo St,701 Marengo St,Accessory STR,2,4,04/18/2019 12:45:08 PM,"(29.9191576698493, -90.0976022713432)",3672291.08583,518204.09855
5107 Conti St Apt A,5107 Conti St Apt A,Commercial STR,,,06/04/2019 01:49:13 PM,"(29.9834829252113, -90.1077102704078)",3668838.97569,541560.81896
608 Fourth ST,608 Fourth ST,Temporary STR,3,6,02/14/2019 08:03:50 AM,"(29.9226035101365, -90.0787190670929)",3678258.99406,519522.1303
4525 Baudin St,4525 Baudin St,Temporary STR,2,4,07/09/2019 01:18:26 PM,"(29.9745731262214, -90.1086331050798)",3668581.4667,538317.74068
3308 Burgundy St Unit 201,3308 Burgundy St Unit 201,Commercial STR,3,6,05/07/2019 10:16:49 AM,"(29.9646189435652, -90.0419999450636)",3689717.88591,534929.64351
1050 S Jefferson Davis Prkwy Suite 239,1050 S Jefferson Davis Prkwy Suite 239,Temporary STR,2,4,04/29/2019 11:54:19 PM,"(29.9436271181353, -90.087032485604)",3675542.49466,527138.34237
1506 Governor Nicholls St,1506 Governor Nicholls St,Temporary STR,5,10,02/06/2019 01:31:09 PM,"(29.9670805515457, -90.0683236462726)",3681373.27528,535731.80321
4231 S Johnson St,4231 S Johnson St,Accessory STR,3,6,12/26/2019 11:59:59 PM,"(29.9442590850843, -90.1023180033155)",3670699.22,527315.82
8531 S Claiborne Ave,8531 S Claiborne Ave,Accessory STR,3,6,12/26/2019 11:59:59 PM,"(29.9594239159636, -90.1243647309157)",3663659.04,532756
1722 Urquhart St,1722 Urquhart St,Temporary STR,3,6,05/29/2019 10:28:00 AM,"(29.9700418759542, -90.0622109033317)",3683296.72764,536830.06977
1562 Magazine St Unit B,1562 Magazine St Unit B,Commercial STR,5,10,05/03/2019 11:45:32 AM,"(29.9329362176169, -90.0726601256504)",3680136.87602,523300.53625
3393 Roger Williams St,3393 Roger Williams St,Temporary STR,2,4,05/23/2019 11:59:59 PM,"(29.9900967342097, -90.082191080012)",3676891.21877,544053.16718
2953 Grande-Route St John St,2953 Grande-Route St John St,Temporary STR,2,4,04/18/2019 08:44:42 AM,"(29.9798802439271, -90.0810593294006)",3677290.0701,540341.96788
2420 Soniat St,2420 Soniat St,Accessory STR,3,6,12/26/2019 11:59:59 PM,"(29.9365663088521, -90.109391690612)",3668488.93,524494.44
6127 Catina St,6127 Catina St,Temporary STR,2,4,12/26/2019 11:59:59 PM,"(30.0021551273847, -90.1136298811842)",3666892.75,548330.79
1020 Terpsichore St Unit E,1020 Terpsichore St Unit E,Accessory STR,1,2,04/18/2019 08:18:54 PM,"(29.9361011790834, -90.0713410086731)",3680541.99848,524456.02912
1617 Columbus St,1617 Columbus St,Commercial STR,4,8,12/26/2019 11:59:59 PM,"(29.9715320444404, -90.0676467241531)",3681569.72,537352.9
3136 St Claude Ave,3136 St Claude Ave,Commercial STR,2,4,07/23/2019 09:39:27 AM,"(29.9672629351013, -90.0433377804446)",3689283.47087,535886.3241
201 Magazine St Unit 504,201 Magazine St Unit 504,Commercial STR,1,2,04/11/2019 11:05:22 AM,"(29.9511619590019, -90.0678350834998)",3681591.89343,529944.92136
635 N Scott St Apt 6,635 N Scott St Apt 6,Commercial STR,1,2,06/24/2019 11:30:47 AM,"(29.9778443381948, -90.0947675230848)",3672958.373,539554.46478
3044 St Claude Ave Unit 3042A,3044 St Claude Ave Unit 3042A,Commercial STR,2,4,09/30/2019 05:55:09 PM,"(29.9675970713806, -90.0449495392599)",3688771.79644,536002.08679
4220 Canal St downstairs,4220 Canal St downstairs,Commercial STR,3,6,02/06/2019 05:23:44 PM,"(29.975716194585, -90.1028721760874)",3670400.8811,538752.94484
728 Eleonore St,728 Eleonore St,Accessory STR,2,4,05/13/2019 12:16:43 PM,"(29.9214923158344, -90.1200749511956)",3665163.41754,518976.98898
6758 Canal Blvd. Apt A,6758 Canal Blvd. Apt A,Accessory STR,1,2,11/27/2019 11:59:59 PM,"(30.0134919261565, -90.1073638338894)",3668831.89,552474.48
7929 Forshey St,7929 Forshey St,Accessory STR,1,2,12/27/2019 11:59:59 PM,"(29.9615726243287, -90.1124307646364)",3667429.52,533577.42
4222 S Carrollton Ave,4222 S Carrollton Ave,Commercial STR,3,6,12/27/2019 11:59:59 PM,"(29.9699936600497, -90.1050526976494)",3669732.85466,536664.60135
2327 Aubry St,2327 Aubry St,Commercial STR,3,6,12/27/2019 11:59:59 PM,"(29.9797744385789, -90.0701992251311)",3680728.55,540341.23
2807 St Claude Ave,2807 St Claude Ave,Commercial STR,2,4,05/22/2019 11:59:59 PM,"(29.9687356858251, -90.0479365862836)",3687821.40854,536405.50727
504 David St,504 David St,Commercial STR,5,10,05/22/2019 11:59:59 PM,"(29.9782538609215, -90.0981100914957)",3671898.56475,539691.96033
1123 Treme St,1123 Treme St,Temporary STR,1,2,05/09/2019 11:59:59 PM,"(29.9655535235512, -90.0670128980195)",3681794.41724,535181.10279
1039 Constance St Apt 7 Unit 7,1039 Constance St Apt 7 Unit 7,Commercial STR,,,12/29/2019 11:59:59 PM,"(29.9417508962862, -90.0696737127543)",3681047.4,526516.29
110 Eastpoint Ct,110 Eastpoint Ct,Temporary STR,2,4,04/19/2019 11:59:59 PM,"(30.0413118699767, -89.9437100066129)",3720500.47417,563181.93635
925 Common St Unit 508,925 Common St Unit 508,Commercial STR,1,2,05/16/2019 11:59:59 PM,"(29.9538635416095, -90.0726711085571)",3680049.67234,530910.43539
5656 Tullis Dr,5656 Tullis Dr,Temporary STR,,,12/30/2019 11:59:59 PM,"(29.9026251677695, -89.9949523111827)",3704877.57604,512557.58712
7731 Wales St,7731 Wales St,Temporary STR,5,10,03/21/2019 12:37:50 PM,"(30.0382345833152, -90.0054806968306)",3700970.521,561831.17257
2404 Lapeyrouse St,2404 Lapeyrouse St,Accessory STR,2,4,08/05/2019 12:16:38 AM,"(29.9775555107942, -90.0729597008206)",3679863.52258,539524.71995
800 Common St Unit 508,800 Common St Unit 508,Temporary STR,1,2,04/05/2019 11:59:59 PM,"(29.9525702481609, -90.0712687126955)",3680498.93371,530445.03475
1343 Sere St Apt A,1343 Sere St Apt A,Temporary STR,2,4,05/22/2019 11:59:59 PM,"(29.9938392690106, -90.07941893859)",3677753.83173,545423.69152
3026 St Claude Ave,3026 St Claude Ave,Commercial STR,2,4,06/13/2019 04:59:57 PM,"(29.9677574020509, -90.0453277222449)",3688651.40278,536059.04276
1230 Toledano St Appartment 1,1230 Toledano St Appartment 1,Temporary STR,1,2,04/03/2019 11:59:59 PM,"(29.9249476199475, -90.0886154402929)",3675114.9723,520340.34508
731 N Salcedo St,731 N Salcedo St,Temporary STR,2,4,06/26/2019 01:46:32 AM,"(29.9737161155446, -90.0866149064947)",3675555.69109,538081.27412
1533 Hillary Street #,1533 Hillary Street #,Accessory STR,2,4,08/20/2019 09:31:42 AM,"(29.946551000696, -90.1226235019692)",3664259.84884,528080.73235
1401 Laharpe St,1401 Laharpe St,Commercial STR,1,2,12/31/2019 11:59:59 PM,"(29.9707968166458, -90.0647287469928)",3682496.52,537095.76
2406 St Bernard Ave,2406 St Bernard Ave,Commercial STR,2,4,01/01/2020 11:59:59 PM,"(29.9804691522811, -90.0704099704519)",3680659.04853,540593.11905
2003 Audubon St,2003 Audubon St,Accessory STR,1,2,04/22/2019 10:52:15 AM,"(29.9481382836365, -90.116802958148)",3666096.99252,528677.45197
8602 Palmetto St,8602 Palmetto St,Accessory STR,1,2,01/01/2020 11:59:59 PM,"(29.969142062372, -90.1145600368662)",3666726.0386,536322.78522
2113 Fourth St,2113 Fourth St,Accessory STR,2,4,01/01/2020 11:59:59 PM,"(29.9358883705279, -90.0883363728322)",3675160.14,524319.76
3118 Cambronne St,3118 Cambronne St,Accessory STR,3,6,01/01/2020 11:59:59 PM,"(29.9635159979918, -90.1174998083252)",3665816.98,534267.04
1438 N Claiborne Ave,1438 N Claiborne Ave,Commercial STR,5,10,01/01/2020 11:59:59 PM,"(29.9699320369842, -90.0676573264579)",3681572.79,536771.04
1024 Sixth St Apt 201,1024 Sixth St Apt 201,Commercial STR,1,2,10/16/2019 11:59:59 PM,"(29.9249661000189, -90.0837497035528)",3676656.12757,520363.84006
2640 Wabash ST,2640 Wabash ST,Temporary STR,5,10,02/27/2019 11:59:59 PM,"(29.9275317822754, -90.0317385579998)",3693120.08067,521480.21036
4618 Eastern St,4618 Eastern St,Accessory STR,3,6,01/29/2019 10:35:08 AM,"(30.0059535615919, -90.0469496030336)",3687981.96,549942.84
1212 Alvar St,1212 Alvar St,Accessory STR,2,4,01/01/2020 11:59:59 PM,"(29.9671464836948, -90.0360975278506)",3691576.32732,535869.85837
1813 St Roch Ave,1813 St Roch Ave,Temporary STR,2,4,05/23/2019 11:59:59 PM,"(29.9763099765875, -90.0520725247334)",3686481.12572,539145.13486
2720 Onzaga St,2720 Onzaga St,Temporary STR,4,8,04/10/2019 11:59:59 PM,"(29.9810220902723, -90.0761138071716)",3678851.15176,540774.33153
1039 Constance St Unit 2,1039 Constance St Unit 2,Commercial STR,2,4,10/08/2019 11:51:00 AM,"(29.9417135325455, -90.0694916788883)",3681105.19953,526503.33901
2214 urquhart st,2214 urquhart st,Temporary STR,5,10,06/20/2019 11:59:59 PM,"(29.970733534786, -90.057333972213)",3684837.99938,537098.74452
832 N Dupre St,832 N Dupre St,Accessory STR,1,2,01/01/2020 11:59:59 PM,"(29.9733398869742, -90.0839739199126)",3676393.31,537953.57
1225 Marais St Unit C,1225 Marais St Unit C,Temporary STR,1,2,03/13/2019 10:47:35 AM,"(29.9670113622557, -90.0669925344682)",3681795.00604,535711.29869
1427 Pressburg St,1427 Pressburg St,Temporary STR,3,6,02/15/2019 11:59:59 PM,"(30.0175936846029, -90.0792473863828)",3677713.59285,554062.33967
1315 Vignaud St,1315 Vignaud St,Accessory STR,1,2,10/01/2019 02:54:29 PM,"(29.9803855355579, -90.0862439113211)",3675646.75131,540507.81089
628 Baronne St Apt 203,628 Baronne St Apt 203,Commercial STR,,,01/02/2020 11:59:59 PM,"(29.9482386534933, -90.0734460184975)",3679826.78,528862.32
3122 Toledano St,3122 Toledano St,Accessory STR,1,2,04/29/2019 01:17:53 PM,"(29.9439220954482, -90.0976699420235)",3672172.53812,527209.12198
639 N Carrollton Ave APT. B,639 N Carrollton Ave APT. B,Commercial STR,2,4,03/20/2019 09:24:59 AM,"(29.9790202762301, -90.0963680250059)",3672447.06388,539976.60833
201 Magazine St Unit 203,201 Magazine St Unit 203,Commercial STR,1,2,04/15/2019 11:04:13 AM,"(29.9511449241401, -90.0676460068452)",3681651.8363,529939.38818
827 Olga St,827 Olga St,Accessory STR,,,03/27/2019 04:10:00 PM,"(29.9791211080432, -90.0936992463644)",3673291.54913,540022.40526
1313 Congress St,1313 Congress St,Accessory STR,1,2,07/19/2019 10:23:07 AM,"(29.9686851376275, -90.0380118264092)",3690963.90492,536422.51226
2052 Royal St,2052 Royal St,Commercial STR,2,4,08/01/2019 03:34:01 AM,"(29.9644165863353, -90.0581668503562)",3684599.86927,534798.73197
2639 Laharpe St,2639 Laharpe St,Temporary STR,3,6,05/23/2019 11:59:59 PM,"(29.9791804392173, -90.0768641629362)",3678620.95285,540102.03086
2215 St Bernard Ave,2215 St Bernard Ave,Commercial STR,4,8,05/17/2019 11:59:59 PM,"(29.9794112907801, -90.0691299293146)",3681068.52124,540212.90885
2636 Louisiana Ave,2636 Louisiana Ave,Temporary STR,3,6,04/10/2019 11:59:59 PM,"(29.9378893387324, -90.0964214054583)",3672591.61985,525019.65376
1715 Third St,1715 Third St,Accessory STR,2,4,05/22/2019 11:59:59 PM,"(29.9331216882789, -90.0851395180873)",3676183.59637,523324.7088
5025 Magazine St,5025 Magazine St,Commercial STR,2,4,09/23/2019 02:50:10 PM,"(29.9205505513964, -90.1098061850439)",3668419.84097,518669.11609
411 S Pierce St Apartment B,411 S Pierce St Apartment B,Accessory STR,1,2,01/02/2020 11:59:59 PM,"(29.9709221583931, -90.1022006835295)",3670632.2,537011.93
1729 First St,1729 First St,Accessory STR,2,4,07/23/2019 10:31:43 AM,"(29.9343136934117, -90.0837250093734)",3676626.88001,523763.04825
2060 St Denis St,2060 St Denis St,Accessory STR,3,6,08/07/2019 11:59:59 PM,"(29.9956127667394, -90.0619595975078)",3683273.12028,546129.5019
2358 Marais St,2358 Marais St,Accessory STR,1,2,05/08/2019 08:36:15 AM,"(29.9695771045003, -90.0528030957656)",3686277.1974,536694.22644
405 S Broad St,405 S Broad St,Commercial STR,5,10,05/22/2019 11:59:59 PM,"(29.9628951691216, -90.0901328026535)",3674484.62952,534134.26273
3533 Broadway St,3533 Broadway St,Temporary STR,3,6,04/18/2019 06:30:50 PM,"(29.9612243113607, -90.1076693890588)",3668938.49684,533466.85511
1721 Robert St,1721 Robert St,Accessory STR,2,4,05/08/2019 11:59:59 PM,"(29.9295961956795, -90.1083307503446)",3668852.04276,521963.43859
3101 Palmyra ST,3101 Palmyra ST,Temporary STR,5,10,02/15/2019 11:59:59 PM,"(29.9667435501025, -90.0928472613166)",3673609.99752,535524.36615
2023 Seventh St,2023 Seventh St,Accessory STR,2,4,01/02/2020 11:59:59 PM,"(29.9335688421414, -90.0908509419095)",3674372.88,523467.65
1523 St Ann St,1523 St Ann St,Temporary STR,5,10,05/23/2019 11:59:59 PM,"(29.964097445095, -90.0714129057306)",3680407.10946,534636.24865
441 S Bernadotte St,441 S Bernadotte St,Accessory STR,2,4,01/02/2020 11:59:59 PM,"(29.9760467129738, -90.1109269857617)",3667849.52,538845.84
212 Magazine St Apt D,212 Magazine St Apt D,Commercial STR,1,2,05/23/2019 11:59:59 PM,"(29.9509426178541, -90.0674293363028)",3681721.26159,529866.58016
2004 St Ann St,2004 St Ann St,Accessory STR,2,4,03/21/2019 10:44:20 AM,"(29.9666166104914, -90.0757155634508)",3679034.71887,535537.33409
1215 N Galvez St,1215 N Galvez St,Accessory STR,2,4,05/30/2019 03:21:04 PM,"(29.9714916211123, -90.0742763910483)",3679470.90888,537315.07617
110 Chalfant Pl,110 Chalfant Pl,Accessory STR,2,4,06/17/2019 11:59:59 PM,"(29.9910887907531, -90.079781666155)",3677649.95867,544422.25352
1118 7th St,1118 7th St,Temporary STR,3,6,04/25/2019 02:41:50 PM,"(29.968588881187, -90.0445478386345)",3688894.92425,536364.1755
1525 Aline St,1525 Aline St,Commercial STR,2,4,03/11/2019 11:59:59 PM,"(29.9270282200677, -90.0923665870504)",3673918.5972,521084.0391
1012 Napoleon Ave,1012 Napoleon Ave,Temporary STR,3,6,06/17/2019 04:47:50 PM,"(29.9221405956768, -90.1019144945897)",3670913.44532,519274.09311
713 Clouet St,713 Clouet St,Accessory STR,2,4,05/17/2019 11:59:59 PM,"(29.9637725858456, -90.0452830577327)",3688681.83286,534610.17677
4011 Dauphine St,4011 Dauphine St,Commercial STR,3,6,08/27/2019 01:02:34 PM,"(29.9624577348757, -90.0359855027377)",3691631.1007,534165.26113
1718 Abundance Street,1718 Abundance Street,Commercial STR,1,2,04/11/2019 11:59:59 PM,"(29.9504538102845, -90.1337926216942)",3660707.91002,529462.74445
1610 Frenchmen St C,1610 Frenchmen St C,Commercial STR,3,6,09/06/2019 11:59:59 PM,"(29.9738132302031, -90.0586951345162)",3684394.59061,538213.84046
